1574604090012;  -704.321;  681.347;   389.138;   45.555;   1054.386
1574604091013;  -703.282;  682.684;   390.634;   46.182;   1055.110
1574604092011;  -703.715;  682.230;   390.830;   45.950;   1055.178
1574604093013;  -703.654;  680.499;   390.628;   46.204;   1053.944
1574604094017;  -702.108;  680.729;   390.250;   47.597;   1052.921
1574604095012;  -701.835;  681.315;   390.554;   47.920;   1053.052
1574604096012;  -702.090;  681.541;   391.174;   48.683;   1053.777
1574604097012;  -701.347;  682.232;   389.759;   47.474;   1053.205
1574604098012;  -702.431;  681.154;   391.003;   50.271;   1053.789
1574604099013;  -701.731;  682.440;   390.881;   50.370;   1054.011
1574604100012;  -702.314;  681.085;   391.897;   50.716;   1053.900
1574604101012;  -702.015;  682.238;   390.019;   49.367;   1053.627
1574604102013;  -699.990;  681.726;   389.627;   48.914;   1051.924
1574604103012;  -699.333;  681.114;   390.569;   48.828;   1051.441
1574604104013;  -700.276;  679.640;   392.115;   49.249;   1051.063
1574604105012;  -699.126;  680.899;   391.343;   49.886;   1051.451
1574604106013;  -699.907;  681.122;   390.194;   49.913;   1051.688
1574604107012;  -699.645;  679.439;   389.969;   51.657;   1050.511
1574604108012;  -698.622;  681.116;   390.260;   52.935;   1050.854
1574604109013;  -698.154;  682.156;   391.321;   51.852;   1051.612
1574604110013;  -698.070;  680.878;   393.628;   52.517;   1051.726
1574604111012;  -697.242;  680.585;   393.828;   53.114;   1050.925
1574604112012;  -695.215;  680.764;   394.785;   50.917;   1050.057
1574604113013;  -695.712;  680.972;   396.783;   51.581;   1051.250
1574604114012;  -694.596;  682.062;   396.399;   51.047;   1051.096
1574604115013;  -693.855;  681.302;   396.080;   51.202;   1049.994
1574604116013;  -693.220;  682.753;   397.764;   48.978;   1051.153
1574604117012;  -694.342;  681.540;   398.125;   50.124;   1051.243
1574604118013;  -695.272;  681.834;   397.514;   49.979;   1051.817
1574604119012;  -696.149;  680.541;   395.996;   48.221;   1051.311
1574604120013;  -697.585;  678.997;   395.740;   47.693;   1050.843
1574604121013;  -697.036;  678.838;   394.350;   48.044;   1049.854
1574604122011;  -697.557;  675.867;   393.792;   47.117;   1048.072
1574604123012;  -696.723;  676.188;   393.690;   45.290;   1047.686
1574604124012;  -697.321;  677.379;   394.015;   44.270;   1048.974
1574604125012;  -696.908;  676.668;   394.664;   44.218;   1048.421
1574604126012;  -697.614;  677.018;   393.399;   43.006;   1048.705
1574604128285;  -306.115;  487.426;   -1682.273;   71.624;   1778.062
1574604128334;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128334;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128335;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128335;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128335;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128336;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128336;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128336;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128337;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128337;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128340;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128344;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128349;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128354;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128359;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128366;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128371;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128376;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128381;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128386;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128391;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128396;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128401;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128406;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128411;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128416;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128421;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128426;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128430;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128436;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128441;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128446;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128451;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128455;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128461;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128466;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128471;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128475;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128480;  -306.395;  487.426;   -1682.273;   71.624;   1778.062
1574604128484;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128491;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128495;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128501;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128506;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128510;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128515;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128520;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128525;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128530;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128535;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128540;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128545;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128550;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128555;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128560;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128565;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128570;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128575;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128580;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
1574604128585;  -305.523;  486.650;   -1682.924;   71.580;   1778.315
